Kode Posisi (Abbreviation),SAP Position ID,Position Title,Deskripsi Panjang Jabatan,Kode SATKER,Org. Unit ID,Org. Unit Title,Kode Posisi Superior,SAP Position ID (Superior),Position Superior Title,Kode SATKER Superior,Org. Unit ID Superior,OU Superior Title,
121003000N,10001451,Lead Business Analysis Specialist,Lead Business Analysis Specialist,2100,30000009,Project Management Office Division,121000000N,10001451,Project Management Office Division Head,-,30000001,Direktorat Hilirisasi dan Diversifikasi Produk,
121010000N,10000049,Strategic Planning Department Head,Strategic Planning Department Head,2101,30000055,Strategic Planning Department,121000000N,10000049,Project Management Office Division Head,2100,30000009,Project Management Office Division,
121010100N,10001452,Senior Strategic Planning Specialist,Senior Strategic Planning Specialist,2101,30000055,Strategic Planning Department,121010000N,10001452,Strategic Planning Department Head,2100,30000009,Project Management Office Division,
121010200N,10001453,Strategic Planning Specialist,Strategic Planning Specialist,2101,30000055,Strategic Planning Department,121010000N,10001453,Strategic Planning Department Head,2100,30000009,Project Management Office Division,
121010300N,10002000,Strategic Planning Staff,Strategic Planning Staff,2101,30000055,Strategic Planning Department,121010000N,10002000,Strategic Planning Department Head,2100,30000009,Project Management Office Division,
121020000N,10000050,"Project Management Office Mining, Logistics & Infrastructure Department Head","Project Management Office Mining, Logistics & Infrastructure Department Head",2102,30000056,"Project Management Office Mining, Logistics & Infrastructure Department",121000000N,10000050,Project Management Office Division Head,2100,30000009,Project Management Office Division,
121020100N,10001454,"Senior Project Management Office Mining, Logistics & Infrastructure Specialist","Senior Project Management Office Mining, Logistics & Infrastructure Specialist",2102,30000056,"Project Management Office Mining, Logistics & Infrastructure Department",121020000N,10001454,"Project Management Office Mining, Logistics & Infrastructure Department Head",2100,30000009,Project Management Office Division,
121020200N,10001455,"Project Management Office Mining, Logistics & Infrastructure Specialist","Project Management Office Mining, Logistics & Infrastructure Specialist",2102,30000056,"Project Management Office Mining, Logistics & Infrastructure Department",121020000N,10001455,"Project Management Office Mining, Logistics & Infrastructure Department Head",2100,30000009,Project Management Office Division,
121020300N,10002001,"Project Management Office Mining, Logistics & Infrastructure Staff","Project Management Office Mining, Logistics & Infrastructure Staff",2102,30000056,"Project Management Office Mining, Logistics & Infrastructure Department",121020000N,10002001,"Project Management Office Mining, Logistics & Infrastructure Department Head",2100,30000009,Project Management Office Division,
121030000N,10000051,Project Management Office Energy & Downstreaming Department Head,Project Management Office Energy & Downstreaming Department Head,2103,30000057,Project Management Office Energy & Downstreaming Department,121000000N,10000051,Project Management Office Division Head,2100,30000009,Project Management Office Division,
121030100N,10001456,Senior Project Management Office Energy & Downstreaming Specialist,Senior Project Management Office Energy & Downstreaming Specialist,2103,30000057,Project Management Office Energy & Downstreaming Department,121030000N,10001456,Project Management Office Energy & Downstreaming Department Head,2100,30000009,Project Management Office Division,
121030200N,10001457,Project Management Office Energy & Downstreaming Specialist,Project Management Office Energy & Downstreaming Specialist,2103,30000057,Project Management Office Energy & Downstreaming Department,121030000N,10001457,Project Management Office Energy & Downstreaming Department Head,2100,30000009,Project Management Office Division,
121030300N,10002002,Project Management Office Energy & Downstreaming Staff,Project Management Office Energy & Downstreaming Staff,2103,30000057,Project Management Office Energy & Downstreaming Department,121030000N,10002002,Project Management Office Energy & Downstreaming Department Head,2100,30000009,Project Management Office Division,
121100000N,10000026,Mine Development Sub-Division Head,Mine Development Sub-Division Head,2110,30000010,Mine Development Sub-Division,121000000N,10000026,Project Management Office Division Head,2100,30000009,Project Management Office Division,
121100100N,10001458,Secretary Specialist,Secretary Specialist,2110,30000010,Mine Development Sub-Division,121100000N,10001458,Mine Development Sub-Division Head,2100,30000009,Project Management Office Division,
121100200N,10002003,Secretary Staff,Secretary Staff,2110,30000010,Mine Development Sub-Division,121100000N,10002003,Mine Development Sub-Division Head,2100,30000009,Project Management Office Division,
121110000N,10000052,"Exploration, R&D & Innovation Department Head","Exploration, R&D & Innovation Department Head",2111,30000058,"Exploration, R&D & Innovation Department",121100000N,10000052,Mine Development Sub-Division Head,2110,30000010,Mine Development Sub-Division,
121110100N,10001459,"Senior Exploration, R&D & Innovation Specialist","Senior Exploration, R&D & Innovation Specialist",2111,30000058,"Exploration, R&D & Innovation Department",121110000N,10001459,"Exploration, R&D & Innovation Department Head",2110,30000010,Mine Development Sub-Division,
121110200N,10001460,"Exploration, R&D & Innovation Specialist","Exploration, R&D & Innovation Specialist",2111,30000058,"Exploration, R&D & Innovation Department",121110000N,10001460,"Exploration, R&D & Innovation Department Head",2110,30000010,Mine Development Sub-Division,
121110300N,10002004,"Exploration, R&D & Innovation Staff","Exploration, R&D & Innovation Staff",2111,30000058,"Exploration, R&D & Innovation Department",121110000N,10002004,"Exploration, R&D & Innovation Department Head",2110,30000010,Mine Development Sub-Division,
121110300N,10002005,"Exploration, R&D & Innovation Staff","Exploration, R&D & Innovation Staff",2111,30000058,"Exploration, R&D & Innovation Department",121110000N,10002005,"Exploration, R&D & Innovation Department Head",2110,30000010,Mine Development Sub-Division,
121110400N,10002375,Senior Geologist,Senior Geologist,2111,30000058,"Exploration, R&D & Innovation Department",121110000N,10002375,"Exploration, R&D & Innovation Department Head",2110,30000010,Mine Development Sub-Division,
121120000N,10000053,Mine Development Department Head,Mine Development Department Head,2112,30000059,Mine Development Department,121100000N,10000053,Mine Development Sub-Division Head,2110,30000010,Mine Development Sub-Division,
121120100N,10001461,Senior Mine Development Specialist,Senior Mine Development Specialist,2112,30000059,Mine Development Department,121120000N,10001461,Mine Development Department Head,2110,30000010,Mine Development Sub-Division,
121120200N,10001462,Mine Development Specialist,Mine Development Specialist,2112,30000059,Mine Development Department,121120000N,10001462,Mine Development Department Head,2110,30000010,Mine Development Sub-Division,
121120300N,10002006,Mine Development Staff,Mine Development Staff,2112,30000059,Mine Development Department,121120000N,10002006,Mine Development Department Head,2110,30000010,Mine Development Sub-Division,
121120400N,10002376,Senior Mine Planning Engineer,Senior Mine Planning Engineer,2112,30000059,Mine Development Department,121120000N,10002376,Mine Development Department Head,2110,30000010,Mine Development Sub-Division,
121200000N,10000027,Logistic & Infrastructure Development Sub-Division Head,Logistic & Infrastructure Development Sub-Division Head,2120,30000011,Logistic & Infrastructure Development Sub-Division,121000000N,10000027,Project Management Office Division Head,2100,30000009,Project Management Office Division,
121200100N,10001463,Secretary Specialist,Secretary Specialist,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10001463,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121200200N,10002007,Secretary Staff,Secretary Staff,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10002007,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121200300N,10001464,Lead Logistic & Infrastructure Development Specialist,Lead Logistic & Infrastructure Development Specialist,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10001464,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121200300N,10001465,Lead Logistic & Infrastructure Development Specialist,Lead Logistic & Infrastructure Development Specialist,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10001465,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121200400N,10001466,Senior Logistic & Infrastructure Development Specialist,Senior Logistic & Infrastructure Development Specialist,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10001466,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121200400N,10001467,Senior Logistic & Infrastructure Development Specialist,Senior Logistic & Infrastructure Development Specialist,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10001467,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121200500N,10001468,Logistic & Infrastructure Development Specialist,Logistic & Infrastructure Development Specialist,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10001468,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121200600N,10002008,Logistic & Infrastructure Development Staff,Logistic & Infrastructure Development Staff,2120,30000011,Logistic & Infrastructure Development Sub-Division,121200000N,10002008,Logistic & Infrastructure Development Sub-Division Head,2100,30000009,Project Management Office Division,
121210000N,10000054,SEZ Development & Management Department Head,SEZ Development & Management Department Head,2121,30000060,SEZ Development & Management Department,121200000N,10000054,Logistic & Infrastructure Development Sub-Division Head,2120,30000011,Logistic & Infrastructure Development Sub-Division,
121210100N,10001469,Senior SEZ Infrastructure Development & Management Specialist,Senior SEZ Infrastructure Development & Management Specialist,2121,30000060,SEZ Development & Management Department,121210000N,10001469,SEZ Development & Management Department Head,2120,30000011,Logistic & Infrastructure Development Sub-Division,
121210100N,10001470,Senior SEZ Infrastructure Development & Management Specialist,Senior SEZ Infrastructure Development & Management Specialist,2121,30000060,SEZ Development & Management Department,121210000N,10001470,SEZ Development & Management Department Head,2120,30000011,Logistic & Infrastructure Development Sub-Division,
121300000N,10000028,Energy Business Development Sub-Division Head,Energy Business Development Sub-Division Head,2130,30000012,Energy Business Development Sub-Division,121000000N,10000028,Project Management Office Division Head,2100,30000009,Project Management Office Division,
